Trajectories
100
		head:TopLeft			head:TopRight			head:BottomLeft			head:BottomRight			head:Whole			head:Brow			head:Tip			head:StickTopLeft			head:StickTopRight			head:StickBottomLeft			head:StickBottomRight			head:StickEnd			
Frame	Sub Frame	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z
		mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm
703	0	-35.069702	-339.960938	1008.369690	21.102827	-343.748016	1011.443848	-54.728123	-312.653015	964.063660	-0.869693	-316.393951	966.859375				7.324102	-252.653366	865.968018	174.591171	-399.526917	1242.543823	189.760162	-418.125336	1217.114990	134.161484	-359.071838	1253.344116	187.353821	-427.265991	1166.177979	132.950394	-366.058472	1203.631470			
704	0	-35.067116	-339.952789	1008.381592	21.106352	-343.737183	1011.455444	-54.726276	-312.646912	964.074341	-0.867368	-316.385223	966.869751				7.324243	-252.648987	865.975708	174.668228	-399.532715	1242.725098	189.818069	-418.161530	1217.306763	134.270187	-359.036194	1253.506226	187.385468	-427.349670	1166.363525	133.039886	-366.074524	1203.797729			
705	0	-35.064537	-339.944641	1008.393555	21.109875	-343.726379	1011.466980	-54.724438	-312.640839	964.085083	-0.865053	-316.376434	966.880249				7.324367	-252.644562	865.983398	174.757431	-399.532440	1242.894165	189.885559	-418.190918	1217.486084	134.392303	-358.994110	1253.656372	187.421722	-427.424652	1166.538574	133.137039	-366.081970	1203.952148			
706	0	-35.061970	-339.936401	1008.405579	21.113396	-343.715424	1011.478760	-54.722618	-312.634705	964.096008	-0.862748	-316.367615	966.890808				7.324476	-252.640091	865.991272	174.857010	-399.528168	1243.051025	189.961182	-418.214935	1217.652954	134.525833	-358.947998	1253.795410	187.461914	-427.490936	1166.703735	133.240585	-366.081604	1204.095581			
707	0	-35.059418	-339.928192	1008.417725	21.116915	-343.704498	1011.490601	-54.720806	-312.628601	964.106995	-0.860453	-316.358734	966.901428				7.324569	-252.635651	865.999146	174.964859	-399.521545	1243.195801	190.043335	-418.234619	1217.807739	134.668503	-358.899780	1253.923218	187.505295	-427.548676	1166.859009	133.349213	-366.074005	1204.227905			
708	0	-35.056877	-339.919891	1008.429871	21.120428	-343.693420	1011.502502	-54.719017	-312.622406	964.117981	-0.858168	-316.349823	966.912109				7.324646	-252.631165	866.007202	175.078842	-399.513641	1243.328735	190.130295	-418.250549	1217.950928	134.817841	-358.850739	1254.040161	187.551086	-427.597656	1167.005005	133.461441	-366.059601	1204.349487			
709	0	-35.054348	-339.911591	1008.442261	21.123936	-343.682312	1011.514526	-54.717236	-312.616211	964.129150	-0.855893	-316.340851	966.922852				7.324707	-252.626663	866.015259	175.196609	-399.504761	1243.450317	190.220306	-418.263031	1218.083008	134.971222	-358.801605	1254.146606	187.598526	-427.637817	1167.142212	133.575806	-366.038544	1204.460571			
710	0	-35.051830	-339.903198	1008.454651	21.127441	-343.671173	1011.526611	-54.715473	-312.609985	964.140381	-0.853628	-316.331848	966.933777				7.324752	-252.622101	866.023376	175.315842	-399.494659	1243.561279	190.311630	-418.271698	1218.204590	135.126007	-358.752319	1254.243042	187.646774	-427.668945	1167.270874	133.690735	-366.010803	1204.561768			
711	0	-35.049332	-339.894836	1008.467224	21.130945	-343.659943	1011.538879	-54.713722	-312.603699	964.151672	-0.851374	-316.322784	966.944763				7.324780	-252.617538	866.031555	175.434265	-399.482605	1243.662231	190.402466	-418.275848	1218.316650	135.279633	-358.702148	1254.329834	187.695084	-427.690826	1167.391968	133.804672	-365.976166	1204.653198			
712	0	-35.046837	-339.886383	1008.479858	21.134443	-343.648651	1011.551147	-54.711990	-312.597412	964.163025	-0.849131	-316.313690	966.955811				7.324792	-252.612946	866.039734	175.549728	-399.467133	1243.754272	190.491196	-418.274536	1218.420166	135.429550	-358.649994	1254.407227	187.742737	-427.703217	1167.505981	133.916199	-365.934082	1204.735352			
713	0	-35.044357	-339.877899	1008.492615	21.137938	-343.637299	1011.563538	-54.710270	-312.591125	964.174500	-0.846898	-316.304474	966.966919				7.324787	-252.608353	866.048157	175.660263	-399.446503	1243.837769	190.576324	-418.266266	1218.515747	135.573456	-358.594055	1254.476074	187.789017	-427.705750	1167.613770	134.023972	-365.883911	1204.809082			
714	0	-35.041889	-339.869415	1008.505371	21.141426	-343.625854	1011.576050	-54.708565	-312.584778	964.186035	-0.844677	-316.295258	966.978149				7.324766	-252.603714	866.056519	175.764130	-399.418579	1243.913940	190.656525	-418.249481	1218.604858	135.709335	-358.532288	1254.536499	187.833374	-427.698120	1167.715942	134.126755	-365.825012	1204.874634			
715	0	-35.039440	-339.860870	1008.518188	21.144911	-343.614380	1011.588562	-54.706879	-312.578430	964.197693	-0.842466	-316.286011	966.989380				7.324728	-252.599060	866.064941	175.859802	-399.380951	1243.983643	190.730682	-418.222504	1218.688110	135.835403	-358.462250	1254.589355	187.875275	-427.680145	1167.813232	134.223511	-365.756409	1204.932861			
716	0	-35.036995	-339.852234	1008.531189	21.148392	-343.602844	1011.601318	-54.705208	-312.572021	964.209351	-0.840267	-316.276703	967.000854				7.324674	-252.594376	866.073608	175.946213	-399.331146	1244.047607	190.797882	-418.183563	1218.767212	135.950363	-358.381470	1254.634888	187.914337	-427.651550	1167.906372	134.313416	-365.677460	1204.984009			
717	0	-35.034573	-339.843628	1008.544312	21.151867	-343.591217	1011.614075	-54.703548	-312.565613	964.221191	-0.838080	-316.267303	967.012268				7.324602	-252.589676	866.082214	176.022507	-399.266785	1244.107300	190.857559	-418.130890	1218.842529	136.053177	-358.287445	1254.673340	187.950348	-427.612183	1167.996460	134.395889	-365.587280	1205.029175			
718	0	-35.032158	-339.834991	1008.557556	21.155334	-343.579498	1011.627075	-54.701904	-312.559174	964.233093	-0.835904	-316.257904	967.023865				7.324513	-252.584930	866.090881	176.088242	-399.185547	1244.163086	190.909348	-418.063080	1218.915283	136.143295	-358.177856	1254.705933	187.983124	-427.562073	1168.083740	134.470505	-365.485352	1205.068848			
719	0	-35.029758	-339.826263	1008.570801	21.158800	-343.567749	1011.640076	-54.700283	-312.552734	964.244995	-0.833740	-316.248383	967.035522				7.324408	-252.580200	866.099670	176.143341	-399.085541	1244.215942	190.953171	-417.978790	1218.986694	136.220612	-358.050659	1254.732788	188.012711	-427.501312	1168.169434	134.537155	-365.371124	1205.103394			
720	0	-35.027374	-339.817535	1008.584290	21.162256	-343.556000	1011.653076	-54.698677	-312.546234	964.257141	-0.831587	-316.238892	967.047241				7.324285	-252.575424	866.108459	176.188049	-398.965332	1244.266968	190.989212	-417.877136	1219.057495	136.285294	-357.904175	1254.754395	188.039200	-427.430206	1168.253906	134.595947	-365.244476	1205.134033			
721	0	-35.025002	-339.808746	1008.597595	21.165710	-343.544128	1011.666443	-54.697083	-312.539703	964.269287	-0.829447	-316.229309	967.059082				7.324145	-252.570633	866.117493	176.222870	-398.823853	1244.316895	191.017883	-417.757721	1219.128296	136.337921	-357.737305	1254.771973	188.062866	-427.349274	1168.337646	134.647171	-365.105347	1205.161499			
722	0	-35.022644	-339.799896	1008.611206	21.169157	-343.532135	1011.679626	-54.695511	-312.533173	964.281494	-0.827320	-316.219696	967.070984				7.323987	-252.565796	866.126404	176.248627	-398.660919	1244.366699	191.039764	-417.620544	1219.200073	136.379410	-357.549561	1254.785645	188.084061	-427.259064	1168.421753	134.691376	-364.954193	1205.186279			
723	0	-35.020298	-339.791046	1008.624939	21.172596	-343.520172	1011.692993	-54.693947	-312.526550	964.293701	-0.825204	-316.209991	967.083008				7.323812	-252.560944	866.135559	176.266266	-398.476898	1244.416870	191.055695	-417.466156	1219.273315	136.410873	-357.341187	1254.796997	188.103287	-427.160461	1168.506226	134.729233	-364.791809	1205.209229			
724	0	-35.017971	-339.782135	1008.638611	21.176033	-343.508087	1011.706604	-54.692410	-312.519958	964.306091	-0.823102	-316.200287	967.095093				7.323619	-252.556091	866.144653	176.277039	-398.272858	1244.468262	191.066574	-417.295807	1219.348999	136.433655	-357.113281	1254.806274	188.121124	-427.054626	1168.592041	134.761658	-364.619171	1205.231567			
725	0	-35.015663	-339.773193	1008.652588	21.179461	-343.496002	1011.720154	-54.690884	-312.513336	964.318604	-0.821011	-316.190521	967.107239				7.323409	-252.551163	866.153809	176.282196	-398.050751	1244.521606	191.073441	-417.111176	1219.427490	136.449249	-356.867493	1254.814941	188.138184	-426.942719	1168.679321	134.789612	-364.437775	1205.253662			
726	0	-35.013359	-339.764252	1008.666382	21.182880	-343.483765	1011.733887	-54.689373	-312.506683	964.331238	-0.818934	-316.180664	967.119507				7.323180	-252.546249	866.163208	176.283157	-397.813232	1244.578003	191.077408	-416.914642	1219.509155	136.459229	-356.606415	1254.824219	188.155228	-426.826202	1168.768799	134.814255	-364.249512	1205.276978			
727	0	-35.011078	-339.755249	1008.680481	21.186296	-343.471558	1011.747742	-54.687889	-312.499969	964.343872	-0.816870	-316.170776	967.131775				7.322935	-252.541306	866.172546	176.281281	-397.563568	1244.637817	191.079636	-416.708954	1219.594604	136.465302	-356.333405	1254.834839	188.172989	-426.706787	1168.860474	134.836700	-364.056366	1205.301758			
728	0	-35.008816	-339.746185	1008.694641	21.189703	-343.459229	1011.761536	-54.686417	-312.493256	964.356628	-0.814819	-316.160889	967.144226				7.322670	-252.536362	866.181946	176.278046	-397.305878	1244.702026	191.081268	-416.497498	1219.683960	136.469116	-356.052368	1254.848755	188.192276	-426.586151	1168.954712	134.858276	-363.860931	1205.329712			
729	0	-35.006561	-339.737122	1008.708862	21.193102	-343.446808	1011.775635	-54.684959	-312.486542	964.369446	-0.812781	-316.150909	967.156738				7.322389	-252.531372	866.191528	176.274826	-397.044495	1244.770874	191.083511	-416.283966	1219.778076	136.472351	-355.767853	1254.866455	188.213913	-426.466187	1169.051880	134.880234	-363.665833	1205.360962			
730	0	-35.004326	-339.727966	1008.723145	21.196493	-343.434357	1011.789673	-54.683525	-312.479767	964.382263	-0.810757	-316.140869	967.169434				7.322089	-252.526337	866.201111	176.273026	-396.784393	1244.845215	191.087463	-416.072296	1219.876587	136.476654	-355.484741	1254.889893	188.238693	-426.348907	1169.152344	134.903854	-363.473846	1205.396851			
731	0	-35.002106	-339.718781	1008.737549	21.199881	-343.421844	1011.803955	-54.682106	-312.472931	964.395264	-0.808746	-316.130798	967.182129				7.321771	-252.521301	866.210754	176.273926	-396.530670	1244.925659	191.094299	-415.866760	1219.979980	136.483612	-355.208435	1254.919800	188.267441	-426.236176	1169.256104	134.930420	-363.287903	1205.437988			
732	0	-34.999905	-339.709595	1008.752136	21.203257	-343.409302	1011.818176	-54.680706	-312.466156	964.408386	-0.806749	-316.120667	967.194885				7.321434	-252.516235	866.220459	176.278839	-396.288513	1245.012207	191.105057	-415.671448	1220.088257	136.494720	-354.944061	1254.957397	188.300873	-426.130035	1169.363159	134.961151	-363.110962	1205.485352			
733	0	-34.997711	-339.700378	1008.766785	21.206629	-343.396667	1011.832581	-54.679317	-312.459259	964.421509	-0.804765	-316.110474	967.207703				7.321079	-252.511169	866.230286	176.288925	-396.062927	1245.105347	191.120758	-415.490448	1220.201416	136.511429	-354.696899	1255.003784	188.339767	-426.032288	1169.473633	134.997269	-362.945831	1205.539307			
734	0	-34.995541	-339.691071	1008.781433	21.209991	-343.383972	1011.847168	-54.677956	-312.452393	964.434753	-0.802796	-316.100250	967.220642				7.320706	-252.506042	866.240173	176.305283	-395.858795	1245.205566	191.142365	-415.327484	1220.319214	136.535049	-354.471832	1255.059692	188.384750	-425.944672	1169.588013	135.039841	-362.795166	1205.600586			
735	0	-34.993389	-339.681732	1008.796326	21.213343	-343.371185	1011.861816	-54.676613	-312.445526	964.448120	-0.800841	-316.089966	967.233765				7.320314	-252.500916	866.250183	176.328934	-395.680328	1245.312500	191.170746	-415.186127	1220.441772	136.566788	-354.273315	1255.125732	188.436462	-425.868896	1169.705688	135.089874	-362.661438	1205.669800			
736	0	-34.991249	-339.672424	1008.811218	21.216688	-343.358368	1011.876465	-54.675285	-312.438568	964.461487	-0.798900	-316.079651	967.246887				7.319904	-252.495758	866.260254	176.360794	-395.531219	1245.426147	191.206726	-415.069183	1220.568726	136.607727	-354.105103	1255.202393	188.495331	-425.806152	1169.827271	135.148285	-362.546661	1205.746948			
737	0	-34.989128	-339.662994	1008.826233	21.220026	-343.345428	1011.891235	-54.673977	-312.431641	964.475037	-0.796973	-316.069214	967.260132				7.319475	-252.490585	866.270325	176.401718	-395.414307	1245.546509	191.250961	-414.979004	1220.699829	136.658798	-353.970184	1255.289917	188.561813	-425.757721	1169.952271	135.215836	-362.452423	1205.832642			
738	0	-34.987026	-339.653595	1008.841248	21.223354	-343.332458	1011.906250	-54.672680	-312.424622	964.488586	-0.795061	-316.058777	967.273438				7.319027	-252.485367	866.280518	176.452377	-395.331573	1245.673096	191.304062	-414.917145	1220.834473	136.720871	-353.870483	1255.387939	188.636154	-425.724365	1170.081299	135.293091	-362.379913	1205.926392			
739	0	-34.984940	-339.644135	1008.856506	21.226677	-343.319489	1011.921265	-54.671410	-312.417633	964.502197	-0.793163	-316.048309	967.286804				7.318561	-252.480148	866.290771	176.513382	-395.283936	1245.805542	191.366470	-414.884430	1220.972656	136.794510	-353.806976	1255.496338	188.718506	-425.706635	1170.213745	135.380554	-362.329742	1206.028809			
740	0	-34.982868	-339.634583	1008.871765	21.229988	-343.306396	1011.936279	-54.670162	-312.410553	964.516052	-0.791280	-316.037811	967.300354				7.318076	-252.474899	866.301147	176.585159	-395.271301	1245.943237	191.438507	-414.880798	1221.114014	136.880203	-353.779510	1255.614746	188.808929	-425.704773	1170.349976	135.478439	-362.302155	1206.139526			
741	0	-34.980816	-339.625061	1008.887146	21.233288	-343.293213	1011.951538	-54.668930	-312.403534	964.529785	-0.789412	-316.027191	967.313904				7.317572	-252.469635	866.311462	176.667969	-395.292542	1246.085938	191.520416	-414.905548	1221.258179	136.978241	-353.786926	1255.742554	188.907333	-425.718628	1170.489868	135.586823	-362.296539	1206.258423			
742	0	-34.978783	-339.615479	1008.902649	21.236584	-343.280029	1011.966919	-54.667713	-312.396393	964.543762	-0.787558	-316.016541	967.327515				7.317049	-252.464294	866.321960	176.761963	-395.345551	1246.232910	191.612228	-414.957001	1221.404785	137.088623	-353.826874	1255.878784	189.013474	-425.747894	1170.633911	135.705627	-362.312103	1206.384888			
743	0	-34.976761	-339.605835	1008.918274	21.239868	-343.266693	1011.982300	-54.666523	-312.389282	964.557739	-0.785720	-316.005890	967.341309				7.316506	-252.458984	866.332520	176.867050	-395.427185	1246.383911	191.713776	-415.032928	1221.554199	137.211197	-353.896301	1256.023071	189.126968	-425.791870	1170.782104	135.834457	-362.347351	1206.519287			
744	0	-34.974766	-339.596222	1008.933899	21.243141	-343.253387	1011.997803	-54.665344	-312.382172	964.571899	-0.783897	-315.995117	967.355103				7.315945	-252.453659	866.343262	176.982971	-395.533752	1246.538696	191.824814	-415.130402	1221.706177	137.345505	-353.991089	1256.174316	189.247269	-425.849548	1170.934692	135.972794	-362.400543	1206.661011			
745	0	-34.972778	-339.586487	1008.949646	21.246407	-343.239960	1012.013428	-54.664192	-312.374969	964.585999	-0.782089	-315.984375	967.369080				7.315365	-252.448257	866.353943	177.109116	-395.660828	1246.697021	191.944778	-415.246185	1221.860840	137.490814	-354.106812	1256.332153	189.373749	-425.919891	1171.091797	136.119873	-362.469482	1206.810059			
746	0	-34.970821	-339.576782	1008.965637	21.249662	-343.226501	1012.029175	-54.663055	-312.367798	964.600342	-0.780296	-315.973511	967.383057				7.314765	-252.442871	866.364746	177.244797	-395.803711	1246.859131	192.072937	-415.376617	1222.019043	137.646057	-354.238617	1256.495972	189.505585	-426.001526	1171.254150	136.274719	-362.551941	1206.966064			
747	0	-34.968876	-339.567017	1008.981445	21.252911	-343.212952	1012.045044	-54.661942	-312.360565	964.614685	-0.778519	-315.962646	967.397217				7.314147	-252.437439	866.375549	177.388870	-395.957672	1247.025146	192.208389	-415.517914	1222.181152	137.810013	-354.381561	1256.665283	189.641800	-426.093048	1171.421997	136.436142	-362.645447	1207.129272			
748	0	-34.966946	-339.557159	1008.997559	21.256147	-343.199341	1012.060974	-54.660843	-312.353302	964.629089	-0.776757	-315.951660	967.411316				7.313508	-252.431992	866.386536	177.540070	-396.118042	1247.195312	192.349945	-415.666565	1222.347900	137.981033	-354.530731	1256.839722	189.781372	-426.193054	1171.596069	136.602737	-362.747589	1207.299316			
749	0	-34.965034	-339.547302	1009.013794	21.259373	-343.185730	1012.076965	-54.659763	-312.346008	964.643677	-0.775011	-315.940674	967.425659				7.312850	-252.426529	866.397583	177.696762	-396.280457	1247.370605	192.496170	-415.819122	1222.519897	138.157257	-354.681793	1257.019775	189.923019	-426.300049	1171.776611	136.772964	-362.856018	1207.476929			
750	0	-34.963150	-339.537476	1009.029968	21.262590	-343.171997	1012.093201	-54.658714	-312.338715	964.658264	-0.773281	-315.929688	967.440063				7.312173	-252.421051	866.408630	177.857162	-396.441254	1247.551147	192.645477	-415.972443	1222.698364	138.336670	-354.830841	1257.204956	190.065445	-426.412659	1171.964355	136.945053	-362.968719	1207.661865			
751	0	-34.961277	-339.527527	1009.046326	21.265795	-343.158173	1012.109375	-54.657677	-312.331390	964.672974	-0.771567	-315.918579	967.454407				7.311477	-252.415543	866.419861	178.019211	-396.597229	1247.738159	192.796112	-416.124054	1222.883789	138.516998	-354.974762	1257.396240	190.207230	-426.529572	1172.160156	137.117157	-363.083771	1207.854614			
752	0	-34.959419	-339.517578	1009.062744	21.268991	-343.144318	1012.125732	-54.656662	-312.324005	964.687683	-0.769868	-315.907410	967.469055				7.310760	-252.409988	866.431030	178.180710	-396.746246	1247.932251	192.946136	-416.271851	1223.077515	138.695770	-355.111389	1257.593628	190.346863	-426.649658	1172.364014	137.287323	-363.199707	1208.055542			
753	0	-34.957592	-339.507538	1009.079346	21.272179	-343.130402	1012.142212	-54.655663	-312.316620	964.702576	-0.768185	-315.896240	967.483704				7.310025	-252.404419	866.442383	178.339340	-396.886810	1248.134399	193.093506	-416.414459	1223.280273	138.870529	-355.239258	1257.798096	190.482834	-426.771729	1172.576660	137.453476	-363.315369	1208.264893			
754	0	-34.955772	-339.497528	1009.096008	21.275354	-343.116425	1012.158752	-54.654690	-312.309204	964.717529	-0.766519	-315.885010	967.498413				7.309269	-252.398819	866.453796	178.492722	-397.018341	1248.345215	193.236160	-416.551147	1223.492920	139.038651	-355.358032	1258.010132	190.613556	-426.894958	1172.798706	137.613571	-363.429993	1208.483398			
755	0	-34.953979	-339.487457	1009.112732	21.278519	-343.102386	1012.175415	-54.653732	-312.301788	964.732605	-0.764868	-315.873749	967.513123				7.308495	-252.393250	866.465271	178.638412	-397.141113	1248.565918	193.371902	-416.681580	1223.715942	139.197617	-355.468109	1258.230957	190.737396	-427.018555	1173.030762	137.765518	-363.543060	1208.711426			
756	0	-34.952202	-339.477325	1009.129517	21.281675	-343.088257	1012.192139	-54.652802	-312.294312	964.747681	-0.763234	-315.862396	967.528076				7.307700	-252.387619	866.476746	178.774033	-397.256012	1248.796753	193.498703	-416.806091	1223.950073	139.344894	-355.570648	1258.460938	190.852814	-427.141846	1173.272583	137.907227	-363.654510	1208.949341			
757	0	-34.950443	-339.467194	1009.146423	21.284819	-343.074127	1012.209045	-54.651890	-312.286835	964.762939	-0.761616	-315.851013	967.543091				7.306885	-252.381958	866.488464	178.897171	-397.364685	1249.038452	193.614410	-416.925415	1224.195435	139.478043	-355.667450	1258.700806	190.958282	-427.264313	1173.525146	138.036728	-363.764496	1209.197388			
758	0	-34.948708	-339.457001	1009.163513	21.287952	-343.059875	1012.226013	-54.650997	-312.279297	964.778198	-0.760015	-315.839569	967.558167				7.306051	-252.376251	866.500061	179.005630	-397.468903	1249.291626	193.717026	-417.040436	1224.452881	139.594742	-355.760651	1258.951782	191.052307	-427.385468	1173.788208	138.152115	-363.873199	1209.456299			
759	0	-34.946987	-339.446777	1009.180542	21.291073	-343.045593	1012.243042	-54.650127	-312.271759	964.793579	-0.758430	-315.828064	967.573364				7.305197	-252.370560	866.511902	179.097260	-397.570770	1249.556396	193.804718	-417.152405	1224.722168	139.692856	-355.852722	1259.214111	191.133469	-427.504944	1174.061768	138.251511	-363.981140	1209.726196			
760	0	-34.945282	-339.436523	1009.197815	21.294184	-343.031189	1012.260193	-54.649273	-312.264160	964.809021	-0.756861	-315.816528	967.588562				7.304323	-252.364807	866.523743	179.170120	-397.672424	1249.833130	193.875702	-417.262421	1225.003174	139.770416	-355.945984	1259.488403	191.200500	-427.622345	1174.346191	138.333313	-364.088684	1210.007324			
761	0	-34.943607	-339.426208	1009.215088	21.297285	-343.016815	1012.277466	-54.648445	-312.256561	964.824585	-0.755309	-315.804962	967.603943				7.303430	-252.359070	866.535645	179.222412	-397.775726	1250.121460	193.928375	-417.371674	1225.295898	139.825623	-356.042542	1259.774658	191.252197	-427.737152	1174.641357	138.395981	-364.196167	1210.299438			
762	0	-34.941944	-339.415894	1009.232544	21.300373	-343.002319	1012.294800	-54.647636	-312.248932	964.840149	-0.753774	-315.793274	967.619385				7.302516	-252.353317	866.547668	179.252563	-397.882233	1250.421753	193.961334	-417.480835	1225.600464	139.856934	-356.144165	1260.073364	191.287552	-427.848938	1174.946899	138.438156	-364.303864	1210.602905			
763	0	-34.940304	-339.405548	1009.250061	21.303453	-342.987732	1012.312317	-54.646851	-312.241272	964.855957	-0.752255	-315.781586	967.634827				7.301582	-252.347504	866.559753	179.259277	-397.992920	1250.733765	193.973419	-417.590485	1225.916260	139.863007	-356.252014	1260.384399	191.305603	-427.957153	1175.263062	138.458649	-364.411682	1210.917480			
764	0	-34.938683	-339.395142	1009.267578	21.306520	-342.973145	1012.329834	-54.646084	-312.233612	964.871765	-0.750753	-315.769867	967.650391				7.300628	-252.341660	866.571899	179.241394	-398.108154	1251.057129	193.963623	-417.700714	1226.243530	139.842743	-356.366608	1260.707886	191.305710	-428.061066	1175.588989	138.456558	-364.519409	1211.242554			
765	0	-34.937080	-339.384705	1009.285339	21.309574	-342.958435	1012.347595	-54.645332	-312.225922	964.887634	-0.749267	-315.758087	967.666199				7.299654	-252.335815	866.584045	179.198120	-398.227753	1251.391968	193.931168	-417.811127	1226.581299	139.795303	-356.487793	1261.043213	191.287262	-428.159943	1175.924805	138.431091	-364.626587	1211.578369			
766	0	-34.935501	-339.374176	1009.303101	21.312618	-342.943695	1012.365356	-54.644611	-312.218201	964.903564	-0.747799	-315.746216	967.681946				7.298661	-252.329941	866.596375	179.128876	-398.350708	1251.737793	193.875549	-417.920959	1226.930054	139.720108	-356.614594	1261.390137	191.249924	-428.252991	1176.269897	138.381729	-364.732391	1211.923950			
767	0	-34.933937	-339.363678	1009.320984	21.315653	-342.928925	1012.383240	-54.643906	-312.210419	964.919678	-0.746347	-315.734344	967.697815				7.297647	-252.324081	866.608826	179.033417	-398.475647	1252.094482	193.796555	-418.028961	1227.288818	139.616913	-356.745483	1261.747925	191.193497	-428.339081	1176.623779	138.308273	-364.835724	1212.279053			
768	0	-34.932392	-339.353119	1009.339111	21.318674	-342.914032	1012.401245	-54.643227	-312.202637	964.935791	-0.744913	-315.722443	967.713745				7.296613	-252.318146	866.621277	178.911774	-398.600342	1252.461426	193.694183	-418.133575	1227.657715	139.485748	-356.878265	1262.116211	191.117996	-428.417358	1176.986206	138.210648	-364.935333	1212.642822			
769	0	-34.930870	-339.342499	1009.357117	21.321684	-342.899109	1012.419250	-54.642563	-312.194794	964.951965	-0.743495	-315.710419	967.729858				7.295559	-252.312180	866.633789	178.764404	-398.722351	1252.838379	193.568771	-418.232941	1228.036011	139.327057	-357.010254	1262.493774	191.023682	-428.486542	1177.356445	138.089157	-365.029785	1213.014404			
770	0	-34.929367	-339.331909	1009.375305	21.324682	-342.884125	1012.437439	-54.641926	-312.186951	964.968323	-0.742095	-315.698395	967.745972				7.294485	-252.306229	866.646423	178.592072	-398.838745	1253.224243	193.420898	-418.324921	1228.423340	139.141602	-357.138397	1262.879883	190.910950	-428.545624	1177.733765	137.944275	-365.117371	1213.392578			
771	0	-34.927891	-339.321228	1009.393555	21.327671	-342.869080	1012.455688	-54.641308	-312.179108	964.984741	-0.740711	-315.686279	967.762146				7.293390	-252.300232	866.659119	178.395905	-398.946533	1253.618896	193.251526	-418.407288	1228.818970	138.930603	-357.259399	1263.273193	190.780411	-428.593353	1178.117554	137.776871	-365.196442	1213.776855			
772	0	-34.926430	-339.310516	1009.411926	21.330645	-342.853943	1012.474060	-54.640705	-312.171234	965.001221	-0.739345	-315.674194	967.778503				7.292275	-252.294235	866.671875	178.177414	-399.042480	1254.020874	193.061813	-418.477692	1229.222046	138.695633	-357.369873	1263.672607	190.632935	-428.628693	1178.506714	137.587967	-365.265228	1214.165405			
773	0	-34.924984	-339.299805	1009.430420	21.333607	-342.838776	1012.492554	-54.640133	-312.163330	965.017822	-0.737995	-315.661957	967.794922				7.291141	-252.288193	866.684692	177.938507	-399.123596	1254.429443	192.853271	-418.533936	1229.631592	138.438599	-357.466461	1264.076294	190.469513	-428.650452	1178.900513	137.378906	-365.321960	1214.557373			
774	0	-34.923569	-339.288971	1009.448975	21.336561	-342.823517	1012.511108	-54.639580	-312.155334	965.034485	-0.736663	-315.649750	967.811401				7.289986	-252.282135	866.697571	177.681290	-399.186951	1254.843262	192.627655	-418.573853	1230.046265	138.161789	-357.545990	1264.483154	190.291367	-428.657623	1179.297729	137.151260	-365.365082	1214.951294			
775	0	-34.922165	-339.278198	1009.467590	21.339500	-342.808228	1012.529846	-54.639050	-312.147369	965.051147	-0.735348	-315.637482	967.828003				7.288810	-252.276062	866.710571	177.408249	-399.229828	1255.260742	192.386902	-418.595551	1230.465088	137.867783	-357.605621	1264.891235	190.099823	-428.649292	1179.697266	136.906769	-365.393066	1215.345459			
776	0	-34.920780	-339.267303	1009.486328	21.342426	-342.792847	1012.548706	-54.638538	-312.139404	965.068054	-0.734051	-315.625122	967.844666				7.287614	-252.269958	866.723572	177.121918	-399.250031	1255.680176	192.133133	-418.597382	1230.886108	137.559265	-357.642883	1265.298828	189.896408	-428.624695	1180.098022	136.647400	-365.404541	1215.738403			
777	0	-34.919422	-339.256470	1009.505249	21.345343	-342.777405	1012.567505	-54.638046	-312.131378	965.084961	-0.732770	-315.612732	967.861328				7.286398	-252.263809	866.736694	176.825027	-399.245728	1256.100342	191.868561	-418.577972	1231.307861	137.239151	-357.655731	1265.704224	189.682755	-428.583038	1180.498779	136.375244	-365.398376	1216.128662			
778	0	-34.918083	-339.245514	1009.524109	21.348249	-342.761871	1012.586609	-54.637581	-312.123291	965.101868	-0.731507	-315.600311	967.878235				7.285162	-252.257645	866.750000	176.520325	-399.215698	1256.518799	191.595428	-418.536346	1231.728760	136.910309	-357.642700	1266.105469	189.460571	-428.523773	1180.897827	136.092453	-365.373627	1216.514648			
779	0	-34.916767	-339.234528	1009.543152	21.351141	-342.746307	1012.605652	-54.637135	-312.115265	965.119019	-0.730262	-315.587830	967.895203				7.283906	-252.251511	866.763245	176.210358	-399.159027	1256.934326	191.316040	-418.471832	1232.146973	136.575500	-357.602844	1266.500732	189.231689	-428.446594	1181.294434	135.801239	-365.329620	1216.894531			
780	0	-34.915466	-339.223572	1009.562378	21.354021	-342.730713	1012.624878	-54.636711	-312.107147	965.136169	-0.729033	-315.575287	967.912170				7.282628	-252.245270	866.776611	175.897736	-399.075439	1257.344482	191.032547	-418.384247	1232.560669	136.237427	-357.535706	1266.888062	188.998001	-428.351166	1181.687134	135.503876	-365.265930	1217.266846			
